marca*,modelo,version,año**,precio,foto-agencia,id,kilometros,tipoCambio,zona,lat,long,cliente,tipoDeVenta
alfa romeo,146,2.0 TI,1997,1390000,https://api.deconcesionarias.com.ar/api/files/4ad2b2be-81d6-4261-8c1d-bca72cb17056/?4ad2b2be-81d6-4261-8c1d-bca72cb17056.JPG,b624b7b9-0667-4401-bd14-16791f39f561,100000,ARS,,,,RPM Moviles,Usado
alfa romeo,159,3.2 JTS HIGHT 4X4 ELEGANTE AUT,2010,12989000,https://api.deconcesionarias.com.ar/api/files/20b2b3ae-7309-4793-809e-279f0f99c040/?20b2b3ae-7309-4793-809e-279f0f99c040.jpg,0826086f-d9ad-4a71-a833-f52f04332b00,2458,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a1 sportback,A1 1.2T ATTRACTION,2013,10782760,https://api.deconcesionarias.com.ar/api/files/28d36d6e-8155-40da-8c1a-975803881227/?28d36d6e-8155-40da-8c1a-975803881227.jpg,0ca6000a-d975-499a-bff6-fb4bd637281f,0,ARS,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
audi,a1 sportback,A1 1.4T AMBITION,2012,3999000,https://api.deconcesionarias.com.ar/api/files/690865e4-b645-4615-b35e-6caedfd6fe0f/?690865e4-b645-4615-b35e-6caedfd6fe0f.jpg,d6ac50a9-8377-4b2d-bcf8-8d50d4be9782,105000,USD,"1 DE AGOSTO,Av. Cervantes,3879","-34,7091154","-58,2255629",Espositoautomotores,Usado
audi,a1 sportback,A1 1.4T AMBITION,2015,6479000,https://api.deconcesionarias.com.ar/api/files/72fee1f6-17dd-44ff-b56f-070717771b98/?72fee1f6-17dd-44ff-b56f-070717771b98.jpg,5d8521ec-b054-43d7-9046-3056a037b9b6,73705,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a1 sportback,A1 1.4T AMBITION STRONIC,2013,12750000,https://api.deconcesionarias.com.ar/api/files/89da8625-ef40-4624-a26f-c5ef1919965c/?89da8625-ef40-4624-a26f-c5ef1919965c.jpg,e9e52c8a-52ed-4793-8974-076609724af5,275001,ARS,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
audi,a1 sportback,A1 1.4T AMBITION STRONIC,2016,6300000,https://api.deconcesionarias.com.ar/api/files/474faa9e-b28c-49d8-aa62-632bbd96aacd/?474faa9e-b28c-49d8-aa62-632bbd96aacd.jpg,b7c8e0ae-de91-4239-8cf2-d3f6ddc5e605,99000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
audi,a1 sportback,A1 1.4T AMBITION STRONIC,2018,8029000,https://api.deconcesionarias.com.ar/api/files/4b68cb38-dcf9-40f7-81db-314bd3a6c5ec/?4b68cb38-dcf9-40f7-81db-314bd3a6c5ec.jpg,58957d75-04b0-431b-94b5-b917671c3d4e,33118,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a1 sportback,A1 1.4T SPORTBACK AMBITION,2014,5735000,https://api.deconcesionarias.com.ar/api/files/102c0eb1-2b3a-49fe-af8b-98dbfc518676/?102c0eb1-2b3a-49fe-af8b-98dbfc518676.jpg,8ba496d3-bedb-4cf7-b37d-40aaefdff8bb,49549,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a3,1.4T FSI L/13,2016,6789000,https://api.deconcesionarias.com.ar/api/files/80f02ab9-17c0-4b92-abfe-4b7d916c7684/?80f02ab9-17c0-4b92-abfe-4b7d916c7684.jpg,5d742388-8480-4c0f-972d-9766fc93248c,87825,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a3,1.4T FSI L/13,2016,6820000,https://api.deconcesionarias.com.ar/api/files/cb2b63a9-a03f-40d3-aaa9-dbf43d50bf4e/?cb2b63a9-a03f-40d3-aaa9-dbf43d50bf4e.jpeg,23f37c23-b4be-4c48-9752-a6e7f4e5f3ef,83621,USD,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
audi,a4,2.0 T L/09 QUATTRO STRONIC,2011,5270000,https://api.deconcesionarias.com.ar/api/files/ad88ba72-4662-413a-8901-16646ee13c66/?ad88ba72-4662-413a-8901-16646ee13c66.jpg,d5a5f57b-7714-44c2-8c8e-1b5b07cd90d8,131593,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a4,2.0 T L/10,2011,4278000,https://api.deconcesionarias.com.ar/api/files/8667ed13-cfe1-4a6b-895b-ae0616db6cee/?8667ed13-cfe1-4a6b-895b-ae0616db6cee.jpg,35fcbfd1-0c52-4ab8-883d-51466a2607ce,91800,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a4,3.0 TDI QUATTRO L/05,2006,3472000,https://api.deconcesionarias.com.ar/api/files/34f9e483-927b-4cc7-8386-b79c4c584c0b/?34f9e483-927b-4cc7-8386-b79c4c584c0b.jpeg,d7dfe453-b1ae-410e-b05f-79a30d7b8af1,173000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
audi,a5,2.0 T,2012,7409000,https://api.deconcesionarias.com.ar/api/files/77596a07-aa8b-43b5-8671-57835aa80cce/?77596a07-aa8b-43b5-8671-57835aa80cce.jpg,3924ad4e-9c1c-4ab4-bdde-f82979e15320,62630,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a5,2.0 T,2016,7672500,https://api.deconcesionarias.com.ar/api/files/14e5fef2-0b3a-4e9b-b2f4-8afa7ba6f74b/?14e5fef2-0b3a-4e9b-b2f4-8afa7ba6f74b.jpg,6c6b5dcc-42a9-4a64-aee0-e8b31ce6b528,178825,USD,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
audi,a5,3.2 QUATTRO,2009,6510000,https://api.deconcesionarias.com.ar/api/files/cf951a2e-26d8-406a-b22a-427d3e1be22c/?cf951a2e-26d8-406a-b22a-427d3e1be22c.jpg,41638181-3e77-4836-8443-613a5ef5f30e,136000,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,a6,3.0 TFSI TIPTRONIC QUATTRO,2013,10819000,https://api.deconcesionarias.com.ar/api/files/1fd3a328-c2c6-4118-9a07-9c5136f511a5/?1fd3a328-c2c6-4118-9a07-9c5136f511a5.jpg,b74190ce-fbd2-42c5-a4ba-5da379e2d089,47900,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
audi,a7 sportback,3.0T QUATTRO STRO,2014,13299000,https://api.deconcesionarias.com.ar/api/files/3f259405-e5cf-4a29-85e9-3f13befddc06/?3f259405-e5cf-4a29-85e9-3f13befddc06.jpg,6f7b9dcc-4706-4c63-9e58-30e829039ea4,64570,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,allroad,3.0 TDI QUATTRO TIPTRONIC,2007,4944500,https://api.deconcesionarias.com.ar/api/files/ed87c8e1-b1e6-4b51-bf46-e583f91ab793/?ed87c8e1-b1e6-4b51-bf46-e583f91ab793.jpg,dce234fe-8d89-4eff-bf91-994f2b880dd5,200000,USD,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
audi,q3,2.0 T 170HP QUATTRO,2013,6479000,https://api.deconcesionarias.com.ar/api/files/81a4f628-0544-4999-a92f-361cf9c2aaa8/?81a4f628-0544-4999-a92f-361cf9c2aaa8.jpg,6453718c-c4df-4071-ad1b-71e1c2d4ee9b,64064,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,q3,2.0 T 170HP QUATTRO STRONIC,2013,6789000,https://api.deconcesionarias.com.ar/api/files/6f6b7118-f28b-4925-8eee-82e611b9092a/?6f6b7118-f28b-4925-8eee-82e611b9092a.jpg,29334979-722c-46bb-a817-b2b4b2a4e0cb,92170,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,q3,2.0 T 220HP QUATTRO STRONIC,2017,0,https://api.deconcesionarias.com.ar/api/files/fffd57fc-d9e3-482b-84ae-14980a6bcaee/?fffd57fc-d9e3-482b-84ae-14980a6bcaee.JPG,f9ea9b90-57c9-481e-a61a-fa9438f02a88,55000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
audi,q3,2.0 T 220HP QUATTRO STRONIC,2017,13020000,https://api.deconcesionarias.com.ar/api/files/1087568e-bc12-4f30-a68b-883b457b2ea9/?1087568e-bc12-4f30-a68b-883b457b2ea9.jpg,dcd6831b-25d9-4c29-bcbd-acdb35157af4,55000,USD,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
audi,q5,2.0 T QUA.211HP STRONIC,2011,6479000,https://api.deconcesionarias.com.ar/api/files/ba7f4945-67d7-40c8-b51c-eb29aae8bc1a/?ba7f4945-67d7-40c8-b51c-eb29aae8bc1a.jpg,abf18852-e41b-479b-9c75-8e542eb53b0e,71538,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,q5,2.0 T QUA.211HP STRONIC,2013,9579000,https://api.deconcesionarias.com.ar/api/files/87446643-ef6e-40f1-a26c-a355f9c51133/?87446643-ef6e-40f1-a26c-a355f9c51133.jpg,a913bd66-0269-48fb-9c90-46f3dc1aac30,112104,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,q5,2.0 T QUA.225HP STRONIC,2013,9610000,https://api.deconcesionarias.com.ar/api/files/9a8fc392-3c00-4087-8d55-f4d2499e716e/?9a8fc392-3c00-4087-8d55-f4d2499e716e.jpg,563ecfd8-0338-4dc3-88a0-6a6e441753fa,93103,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
audi,tt,2.0 FSI TURBO,2011,8060000,https://api.deconcesionarias.com.ar/api/files/8a03627e-6598-4a57-8c33-02e846c20e7c/?8a03627e-6598-4a57-8c33-02e846c20e7c.jpeg,785cff62-9870-4800-bb6a-70a74d2948a0,77000,USD,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
baic,x 35,LUXURY AUT,2022,6490000,https://api.deconcesionarias.com.ar/api/files/ff596db9-b9bb-420b-9a0c-68696ac893db/?ff596db9-b9bb-420b-9a0c-68696ac893db.jpg,9e31fca2-dc06-4cff-b752-65a085d6f141,0,ARS,"TOLOSA,calle 13,453","-34,9020815","-57,9798766",Zingaro Multimarca,Usado
bmw,220,220I COUPE SPORTLINE,2016,11005000,https://api.deconcesionarias.com.ar/api/files/f1b1ac65-b35a-41f6-a0d0-e015caa1c8ff/?f1b1ac65-b35a-41f6-a0d0-e015caa1c8ff.JPG,32d7ab2b-3485-4bda-9720-f70d2c601cab,66000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
bmw,235,M235I GRAN COUPE TURBO,2022,30659000,https://api.deconcesionarias.com.ar/api/files/1f4c6a84-94d7-49bf-9342-142cf288c4e8/?1f4c6a84-94d7-49bf-9342-142cf288c4e8.jpg,7d0e79f7-0eb0-4cdd-adfa-9f99474f4de6,1209,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,240,240I COUPE M PACKAGE,2017,16740000,https://api.deconcesionarias.com.ar/api/files/4c4ac40b-1970-4ea2-9196-b01979cc4c31/?4c4ac40b-1970-4ea2-9196-b01979cc4c31.jpg,91ffa503-8c5a-4f19-9725-72d01153d61d,49689,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,320,320D SEDAN SELECTIVE,2000,2850000,https://api.deconcesionarias.com.ar/api/files/e34f97e6-30cd-4dfb-9bfb-0bf82429eb56/?e34f97e6-30cd-4dfb-9bfb-0bf82429eb56.jpg,6753c332-747e-4340-9fb6-045b04185360,328000,ARS,"GUALEGUAYCHU,Av Tomas de Rocamora,255","-33,0118261","-58,5211183",Gerli Automoviles,Usado
bmw,320,320I SEDAN EXECUTIVE L/13,2017,11780000,https://api.deconcesionarias.com.ar/api/files/897e21fd-ee22-4e66-b6fa-cd4b0358a443/?897e21fd-ee22-4e66-b6fa-cd4b0358a443.jpg,c2456157-b2a6-4c39-af09-f01f8c4215df,110000,USD,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
bmw,320,320I SEDAN EXECUTIVE L/13,2017,26350000,https://api.deconcesionarias.com.ar/api/files/d87a3994-10e4-4e23-8ba7-4b10a49d3d39/?d87a3994-10e4-4e23-8ba7-4b10a49d3d39.jpeg,d07e976f-85c7-463b-8616-56c4e42db9a0,27500,USD,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
bmw,328,328I SEDAN SPORTIVE,2014,9269000,https://api.deconcesionarias.com.ar/api/files/bdaf78b1-1fc9-4cdf-8275-760525ff9f6a/?bdaf78b1-1fc9-4cdf-8275-760525ff9f6a.jpg,ef111085-84b9-41ae-bc58-b70c6a0ef06a,153104,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,330,330I SEDAN SPORT LINE L/19,2020,22010000,https://api.deconcesionarias.com.ar/api/files/78d74ebb-9865-4718-8d13-9e245de75cf6/?78d74ebb-9865-4718-8d13-9e245de75cf6.jpg,c5400f1a-adf9-44b2-938a-75807a6ee6c9,25162,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,335,335I SEDAN M PACKAGE L/13,2014,12679000,https://api.deconcesionarias.com.ar/api/files/accb188f-0437-4058-89a5-bbcd5b067441/?accb188f-0437-4058-89a5-bbcd5b067441.jpg,8b268301-40d1-40f7-8407-01d76412a4fc,121806,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,335,335I SEDAN M SPORT BITURBO STEPTRO,2007,7099000,https://api.deconcesionarias.com.ar/api/files/7e8df31c-ce37-4fcb-8833-03de9117c48d/?7e8df31c-ce37-4fcb-8833-03de9117c48d.JPG,ec567158-a37e-4fc1-bb68-652724d85184,118600,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
bmw,440,440I COUPE M PACKAGE,2021,40920000,https://api.deconcesionarias.com.ar/api/files/b4e26426-72f9-4605-8628-232a54d5809d/?b4e26426-72f9-4605-8628-232a54d5809d.jpg,28c66086-85a3-4822-8d0a-67083f9b0b4e,344,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,520,520,1981,5735000,https://api.deconcesionarias.com.ar/api/files/1e01caea-be40-4605-a253-e05290ced466/?1e01caea-be40-4605-a253-e05290ced466.jpg,f14e0d31-d197-4ccb-9219-a81c249be195,117000,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,530,530I EXECUTIVE STEPTRONIC,2006,5580000,https://api.deconcesionarias.com.ar/api/files/8f97de14-b9ea-428e-9b32-c6c206d36fc5/?8f97de14-b9ea-428e-9b32-c6c206d36fc5.jpeg,b80f96f6-db29-4035-8eff-4673d8d27099,62180,USD,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
bmw,530,530I EXECUTIVE STEPTRONIC,2009,4262500,https://api.deconcesionarias.com.ar/api/files/fbd2428f-66b8-4ff7-b6d7-04d9a65d5efb/?fbd2428f-66b8-4ff7-b6d7-04d9a65d5efb.jpeg,b3245274-6622-477a-b9aa-916c54f77aac,195000,USD,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
bmw,535,535I EXECUTIVE AUT L/10,2011,7750000,https://api.deconcesionarias.com.ar/api/files/2c8eb102-6522-4c06-a701-67b08dd956bd/?2c8eb102-6522-4c06-a701-67b08dd956bd.jpg,37f01af9-37c4-4960-9b4e-5c04e091ac54,141516,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,535,535I EXECUTIVE AUT L/10,2013,8680000,https://api.deconcesionarias.com.ar/api/files/a8a9e9c5-e989-450c-a725-126e83d6eb83/?a8a9e9c5-e989-450c-a725-126e83d6eb83.JPG,41e011b2-c451-49e2-8327-45d8b2da21f7,200000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
bmw,m 1,M 1,2012,25699000,https://api.deconcesionarias.com.ar/api/files/03998ecb-17d6-4cbe-b45d-0ce4782fc289/?03998ecb-17d6-4cbe-b45d-0ce4782fc289.jpg,27f0e383-8be1-4de8-a8a0-fd881f513d86,40737,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,m 3, M SPORT,2013,21700000,https://api.deconcesionarias.com.ar/api/files/f3a3c6c3-b16f-4e87-a366-754d71b26a36/?f3a3c6c3-b16f-4e87-a366-754d71b26a36.jpg,bbffb61f-42c5-40e5-b98b-be690d4a9524,61327,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,m 3,3.0 SEDAN,2017,40269000,https://api.deconcesionarias.com.ar/api/files/edc8c3d8-836d-4355-97e5-f759d772461e/?edc8c3d8-836d-4355-97e5-f759d772461e.jpg,fc3f40c0-1801-4200-8c23-6054e8e12845,7574,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,m 4, COUPE,2017,44950000,https://api.deconcesionarias.com.ar/api/files/77ddec50-1903-4352-9823-a20d330cfe08/?77ddec50-1903-4352-9823-a20d330cfe08.jpg,33a092b3-098a-4199-9af6-dd8e58e33b57,33229,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,m 5, M SPORT,2009,26009000,https://api.deconcesionarias.com.ar/api/files/4b6a4cce-ba6f-4bc5-b129-692a669a2a23/?4b6a4cce-ba6f-4bc5-b129-692a669a2a23.JPG,9ac86ceb-fa0c-44b6-aa08-4832996470f7,17000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
bmw,m 5, M SPORT L/13,2015,26350000,https://api.deconcesionarias.com.ar/api/files/4517ab59-b8b6-4f70-9b3b-d0bc696d6645/?4517ab59-b8b6-4f70-9b3b-d0bc696d6645.jpg,7bc18ed5-dc4c-4e99-99b3-83e560ba4fd0,47284,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,serie 1,120I M PACKAGE 5P.,2016,15550000,https://api.deconcesionarias.com.ar/api/files/f60edab7-2f4c-4037-9180-dacc81c231e5/?f60edab7-2f4c-4037-9180-dacc81c231e5.jpg,0ebed428-e358-4fe7-9e11-79d868ba8f71,25000,ARS,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
bmw,x 1,20I SDRIVE SPORTLINE,2021,20150000,https://api.deconcesionarias.com.ar/api/files/e5ad219f-31a2-4fc6-84be-c98b02655d5b/?e5ad219f-31a2-4fc6-84be-c98b02655d5b.webp,30b49cf2-a488-4af8-b15b-0b5d9246b14c,25000,USD,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
bmw,x 1, 20 D SDRIVE ACTIVE,2010,5270000,https://api.deconcesionarias.com.ar/api/files/db9218ed-7591-4bb7-9fb1-dbb5665b8f85/?db9218ed-7591-4bb7-9fb1-dbb5665b8f85.jpeg,45699ebc-39cd-4b6d-9f3a-31aa9b66b242,177000,USD,"ROSARIO,Avellaneda,2422","-32,9581582","-60,6843556",MONT AUTOMOTORES,Usado
bmw,x 1, 20 I SDRIVE SPORT,2017,13950000,https://api.deconcesionarias.com.ar/api/files/914ab051-692a-48dd-8e0f-bd92124855dc/?914ab051-692a-48dd-8e0f-bd92124855dc.jpg,4a6bd3fa-8929-4547-9ae6-b4a8b30b093a,28000,USD,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
bmw,x 1, 28 I XDRIVE,2010,8184000,https://api.deconcesionarias.com.ar/api/files/91feaeb9-5231-497f-9703-0d346051312a/?91feaeb9-5231-497f-9703-0d346051312a.jpg,93d9cb8c-04b8-47e9-899a-50af6fb0e7bf,142000,USD,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
bmw,x 1, 28 I XDRIVE,2011,7099000,https://api.deconcesionarias.com.ar/api/files/b1721e91-e6dc-4ffb-9ad3-3715f22f0dae/?b1721e91-e6dc-4ffb-9ad3-3715f22f0dae.jpg,a9e0aba6-dda7-43b2-9698-3900db9ab316,85257,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,x 2, 35 I M,2020,24459000,https://api.deconcesionarias.com.ar/api/files/ac9fda0a-67a3-4b41-ab67-d4ad963fec6d/?ac9fda0a-67a3-4b41-ab67-d4ad963fec6d.jpeg,d531e8e0-9ad5-42b8-a2ba-b688372bc22c,62000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
bmw,x 3, 30 I XDRIVE XLINE,2019,24769000,https://api.deconcesionarias.com.ar/api/files/9c637201-8e8e-4e5a-97c0-216b51ee9864/?9c637201-8e8e-4e5a-97c0-216b51ee9864.jpg,6e80c050-b8aa-47e8-b03d-2a3e6067c2bf,76356,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,x 5, 3.0SI EXECUTIVE STEPT. L/07,2010,9269000,https://api.deconcesionarias.com.ar/api/files/e1db84c9-089f-4c32-ba02-e497e8a7474d/?e1db84c9-089f-4c32-ba02-e497e8a7474d.jpg,11f4a506-e50c-44d1-b25d-ed450b6237a6,103203,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,x 5, 35I PURE EXCELLENCE,2016,21669000,https://api.deconcesionarias.com.ar/api/files/698e73c7-184b-4db7-8a97-7571513ac172/?698e73c7-184b-4db7-8a97-7571513ac172.jpg,65f5914b-d2e8-4f00-9b2a-9cf23b561417,75051,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,x 5, M,2013,26350000,https://api.deconcesionarias.com.ar/api/files/cc89def8-1160-40b5-90e9-e791baf95842/?cc89def8-1160-40b5-90e9-e791baf95842.jpg,235eb45e-6b8e-4ab6-bdfc-9a4db16732e3,5995,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
bmw,x 6, 35I XDRIVE PURE EXTRAVAGANCE,2017,27590000,https://api.deconcesionarias.com.ar/api/files/9a6cf338-937a-4532-9080-e9a7c24ad6d6/?9a6cf338-937a-4532-9080-e9a7c24ad6d6.jpeg,b059d3c6-75fc-4af1-9487-c71c09267f39,50000,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
bmw,z 4,23I ROADSTER ACTIVE SDRIVE,2012,17019000,https://api.deconcesionarias.com.ar/api/files/96bf7387-eee8-4678-b55b-ce8ba5b3e1ea/?96bf7387-eee8-4678-b55b-ce8ba5b3e1ea.jpg,1440e256-97e1-4102-8aa9-3a15fff0c83e,36791,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
CHERY,Face,FACE,2012,1450000,,,109000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
chery,fulwin, 1.5 4 PTAS,2015,2403500,https://api.deconcesionarias.com.ar/api/files/ec4c1086-b0ba-4afd-9861-21da43a82cc4/?ec4c1086-b0ba-4afd-9861-21da43a82cc4.jpg,cc94a9cf-cf48-47b8-a408-cbaeed0e7d8f,76000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
chery,tiggo, 1.6 4X2 CONFORT,2015,2990000,https://api.deconcesionarias.com.ar/api/files/b98f4a20-1db2-43b3-a479-b7ba296884f8/?b98f4a20-1db2-43b3-a479-b7ba296884f8.JPG,1616ff1a-9a21-4367-8bf6-eb8ed17a44ab,90000,ARS,,"-34,4383348","-58,7918752",RPM Moviles,Usado
chery,tiggo,2.0 4X2 CONFORT,2013,2970000,https://api.deconcesionarias.com.ar/api/files/86230698-92f0-43f1-b8c1-282b2db1a389/?86230698-92f0-43f1-b8c1-282b2db1a389.jpg,32ed0da8-9184-4caf-8ea8-fac925eaa0e9,63000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
chery,tiggo,3 1.6 4X2 LUXURY L/17,2018,4850000,https://api.deconcesionarias.com.ar/api/files/70d01b57-a5e2-4eb9-87b5-c6baf7dafa84/?70d01b57-a5e2-4eb9-87b5-c6baf7dafa84.jpg,0d51eba3-1ef9-4cb2-929a-386027e69c12,103000,ARS,"PILAR,Panamericana KM 49,5, Edificio Bureau Norte, Piso 2,","-34,4420483","-58,8658417",Casi Nuevos y 0KM,Usado
chevrolet,agile,1.4 LS,2011,2430000,https://api.deconcesionarias.com.ar/api/files/f6783a05-3a2b-4dc0-b82b-76b62184a425/?f6783a05-3a2b-4dc0-b82b-76b62184a425.jpeg,3154ba03-15e7-4ed1-b52b-e4c5eaff009e,67000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
chevrolet,agile,1.4 LS,2012,2480000,https://api.deconcesionarias.com.ar/api/files/0cc69eb4-dfd9-4a0b-8ccc-4df07f17be47/?0cc69eb4-dfd9-4a0b-8ccc-4df07f17be47.jpeg,440ef811-0d10-413e-a610-6a60cbc778b5,144000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
chevrolet,agile,1.4 LS L/14,2015,2649000,https://api.deconcesionarias.com.ar/api/files/bbf0cda6-218d-4fec-8fb6-01a24e776482/?bbf0cda6-218d-4fec-8fb6-01a24e776482.jpeg,895e2ad2-646e-4d62-8936-e683564be40b,119000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
chevrolet,agile,1.4 LS L/14,2017,3150000,https://api.deconcesionarias.com.ar/api/files/1b2f8b2e-3979-4a68-b992-70dc9a5c5ec7/?1b2f8b2e-3979-4a68-b992-70dc9a5c5ec7.jpg,ca990031-f7de-45af-99e1-f529cd6f94c6,41000,ARS,"TANDIL,Colectora Pugliese,1138","-37,3108351","-59,1160603",AutosExclusivos,Usado
chevrolet,agile,1.4 LS SPIRIT,2013,2500000,https://api.deconcesionarias.com.ar/api/files/327e72f1-f4e2-4240-a877-207fb9cf86e4/?327e72f1-f4e2-4240-a877-207fb9cf86e4.jpg,775bbb3e-494e-4c97-8a56-5063ec18b08f,121000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
